order_id,total_price,unique_pizza_count,total_qty,order_date,unit_price,min_pizza_size,max_pizza_size,unique_category_count
519,12.5,1,1,1/9/2015,12.5,S,S,1
520,20.75,1,1,1/9/2015,20.75,L,L,1
521,12.75,1,1,1/9/2015,12.75,S,S,1
522,212.9,11,13,1/9/2015,16.268181818181816,S,L,4
523,16.5,1,1,1/9/2015,16.5,M,M,1
524,29,2,2,1/9/2015,14.5,S,M,2
525,15.25,1,1,1/9/2015,15.25,L,L,1
526,39.25,2,2,1/9/2015,19.625,L,L,2
527,38.7,2,2,1/9/2015,19.35,L,L,2
528,16,1,1,1/9/2015,16,M,M,1
529,60.25,3,4,1/9/2015,14.5,S,M,3
530,37,2,2,1/9/2015,18.5,M,L,2
531,33,1,2,1/9/2015,16.5,M,M,1
532,33.25,2,2,1/9/2015,16.625,S,L,1
533,64.75,3,3,1/9/2015,21.583333333333332,XL,L,3
534,41.5,2,2,1/9/2015,20.75,L,L,2
535,16,1,1,1/9/2015,16,M,M,1
536,44.4,2,2,1/9/2015,22.2,S,L,1
537,43.25,3,3,1/9/2015,14.416666666666666,S,L,2
538,20.75,1,1,1/9/2015,20.75,L,L,1
539,55.5,3,3,1/9/2015,18.5,M,L,1
540,20.75,1,1,1/9/2015,20.75,L,L,1
541,12,1,1,1/9/2015,12,S,S,1
542,37.25,2,2,1/9/2015,18.625,M,L,2
543,52.75,3,3,1/9/2015,17.583333333333332,M,L,3
544,32.25,2,2,1/9/2015,16.125,M,M,2
545,66.5,4,4,1/9/2015,16.625,S,L,2
546,12,1,1,1/9/2015,12,S,S,1
547,12,1,1,1/9/2015,12,S,S,1
548,16.5,1,1,1/9/2015,16.5,L,L,1
549,32.75,2,2,1/9/2015,16.375,S,L,2
550,32,2,2,1/9/2015,16,M,M,2
551,71.2,4,4,1/9/2015,17.8,M,L,4
552,49.5,3,3,1/9/2015,16.5,S,L,3
553,20.25,1,1,1/9/2015,20.25,L,L,1
554,28.75,2,2,1/9/2015,14.375,S,M,2
555,23.25,2,2,1/9/2015,11.625,S,S,2
556,43.45,2,2,1/9/2015,21.725,XL,L,2
557,24.75,2,2,1/9/2015,12.375,S,S,1
558,13.25,1,1,1/9/2015,13.25,M,M,1
559,12,1,1,1/9/2015,12,S,S,1
560,32.5,2,2,1/9/2015,16.25,M,M,2
561,12.5,1,1,1/9/2015,12.5,S,S,1
562,16.75,1,1,1/9/2015,16.75,M,M,1
563,32.25,2,2,1/9/2015,16.125,S,L,1
564,45.25,3,3,1/9/2015,15.083333333333334,S,L,3
565,12.75,1,1,1/10/2015,12.75,S,S,1
566,20.75,1,1,1/10/2015,20.75,L,L,1
567,184.25,10,11,1/10/2015,16.575,S,L,4
568,20.25,1,1,1/10/2015,20.25,L,L,1
569,41.5,3,3,1/10/2015,13.833333333333334,S,M,2
570,36.75,2,2,1/10/2015,18.375,M,L,2
571,12,1,1,1/10/2015,12,S,S,1
572,16.75,1,1,1/10/2015,16.75,M,M,1
573,34.5,2,2,1/10/2015,17.25,M,L,2
574,16.75,1,1,1/10/2015,16.75,M,M,1
575,72.25,4,4,1/10/2015,18.0625,M,L,2
576,40.75,3,3,1/10/2015,13.583333333333334,S,M,3
577,36.25,2,2,1/10/2015,18.125,M,L,1
578,86.25,5,5,1/10/2015,17.25,XL,L,3
579,12,1,1,1/10/2015,12,S,S,1
580,30,2,2,1/10/2015,15,M,M,2
581,20.25,1,1,1/10/2015,20.25,L,L,1
582,20.25,1,1,1/10/2015,20.25,L,L,1
583,20.75,1,1,1/10/2015,20.75,L,L,1
584,24.75,2,2,1/10/2015,12.375,S,S,1
585,43.9,2,2,1/10/2015,21.95,S,L,2
586,32.75,2,2,1/10/2015,16.375,M,M,2
587,33.25,2,2,1/10/2015,16.625,S,L,1
588,12.75,1,1,1/10/2015,12.75,S,S,1
589,40.5,3,3,1/10/2015,13.5,S,M,2
590,18.5,1,1,1/10/2015,18.5,L,L,1
591,51.45,3,3,1/10/2015,17.150000000000002,S,L,2
592,48,3,3,1/10/2015,16,S,L,3
593,41.5,2,2,1/10/2015,20.75,L,L,2
594,20.25,1,1,1/10/2015,20.25,L,L,1
595,37,2,2,1/10/2015,18.5,M,L,2
596,23.5,2,2,1/10/2015,11.75,S,S,2
597,53.75,3,3,1/10/2015,17.916666666666668,M,L,2
598,20.75,1,1,1/10/2015,20.75,L,L,1
599,20.75,1,1,1/10/2015,20.75,L,L,1
600,61.95,4,4,1/10/2015,15.4875,S,L,2
601,49.25,3,3,1/10/2015,16.416666666666668,S,L,3
602,20.75,1,1,1/10/2015,20.75,L,L,1
603,16,1,1,1/10/2015,16,M,M,1
604,29,2,2,1/10/2015,14.5,S,M,1
605,38,2,2,1/10/2015,19,XL,M,1
606,15.25,1,1,1/10/2015,15.25,L,L,1
607,54,3,3,1/10/2015,18,M,L,2
608,62.5,4,4,1/10/2015,15.625,S,L,2
609,17.95,1,1,1/10/2015,17.95,L,L,1
610,27.25,2,2,1/10/2015,13.625,S,L,1
611,72.75,4,4,1/10/2015,18.1875,XL,L,3
612,65.5,4,4,1/10/2015,16.375,S,L,3
613,12,1,1,1/10/2015,12,S,S,1
614,20.75,1,1,1/10/2015,20.75,L,L,1
615,35.25,2,2,1/10/2015,17.625,M,L,2
616,36.75,2,2,1/10/2015,18.375,M,L,2
617,37.5,2,2,1/10/2015,18.75,M,L,1
618,33,2,2,1/10/2015,16.5,M,M,2
619,20.5,1,1,1/10/2015,20.5,L,L,1
620,66,4,4,1/10/2015,16.5,S,L,3
621,75.2,4,4,1/10/2015,18.8,M,L,2
622,37.25,2,2,1/10/2015,18.625,M,L,1
623,37.25,2,2,1/10/2015,18.625,L,L,2
624,32.75,2,2,1/10/2015,16.375,M,M,2
625,36.75,2,2,1/10/2015,18.375,M,L,2
626,30.75,2,2,1/10/2015,15.375,M,M,2
627,36.5,2,2,1/10/2015,18.25,M,L,1
628,57.25,4,4,1/10/2015,14.3125,S,L,2
629,70,4,4,1/10/2015,17.5,M,L,3
630,12.25,1,1,1/11/2015,12.25,S,S,1
631,15.25,1,1,1/11/2015,15.25,L,L,1
632,12,1,1,1/11/2015,12,S,S,1
633,56.25,3,3,1/11/2015,18.75,L,L,3
634,15.25,1,1,1/11/2015,15.25,L,L,1
635,155.75,10,11,1/11/2015,14.3,S,L,4
636,16,1,1,1/11/2015,16,M,M,1
637,36.5,2,2,1/11/2015,18.25,M,L,2
638,20.25,1,1,1/11/2015,20.25,L,L,1
639,14.5,1,1,1/11/2015,14.5,M,M,1
640,45.5,3,3,1/11/2015,15.166666666666666,S,L,2
641,61.75,4,4,1/11/2015,15.4375,S,L,3
642,78.5,4,4,1/11/2015,19.625,M,L,2
643,16,1,1,1/11/2015,16,M,M,1
644,37.25,2,2,1/11/2015,18.625,M,L,1
645,28.75,2,2,1/11/2015,14.375,S,M,2
646,31.25,2,2,1/11/2015,15.625,S,L,2
647,10.5,1,1,1/11/2015,10.5,S,S,1
648,30.45,2,2,1/11/2015,15.225,M,L,2
649,54,4,4,1/11/2015,13.5,S,M,3
650,12.5,1,1,1/11/2015,12.5,M,M,1
651,41.5,3,3,1/11/2015,13.833333333333334,S,M,3
652,54,4,4,1/11/2015,13.5,S,M,3
653,12.75,1,1,1/11/2015,12.75,S,S,1
654,57,3,3,1/11/2015,19,M,L,2
655,16.5,1,1,1/11/2015,16.5,M,M,1
656,41,2,2,1/11/2015,20.5,L,L,2
657,32.75,2,2,1/11/2015,16.375,M,M,2
658,44.5,3,3,1/11/2015,14.833333333333334,S,M,3
659,36.75,2,2,1/11/2015,18.375,M,L,1
660,29.25,2,2,1/11/2015,14.625,S,M,2
661,12,1,1,1/11/2015,12,S,S,1
662,33.25,2,2,1/11/2015,16.625,S,L,2
663,17.95,1,1,1/11/2015,17.95,L,L,1
664,52.25,3,3,1/11/2015,17.416666666666668,M,L,2
665,28.75,2,2,1/11/2015,14.375,S,M,2
666,16.5,1,1,1/11/2015,16.5,L,L,1
667,21.75,2,2,1/11/2015,10.875,S,S,1
668,74,4,4,1/11/2015,18.5,M,L,2
669,40.75,2,2,1/11/2015,20.375,L,L,2
670,28.5,2,2,1/11/2015,14.25,S,M,2
671,12.75,1,1,1/11/2015,12.75,S,S,1
672,36.75,2,2,1/11/2015,18.375,M,L,2
673,37.5,2,2,1/11/2015,18.75,M,L,2
674,65.5,4,4,1/11/2015,16.375,S,L,3
675,20.5,1,1,1/11/2015,20.5,L,L,1
676,36.25,2,2,1/11/2015,18.125,M,L,1
677,20.75,1,1,1/11/2015,20.75,L,L,1
678,61,3,4,1/11/2015,14.833333333333334,S,M,3
679,79.4,4,4,1/11/2015,19.85,S,L,2
680,29,2,2,1/11/2015,14.5,S,M,2
681,20.75,1,1,1/11/2015,20.75,L,L,1
682,20.75,1,1,1/12/2015,20.75,L,L,1
683,50,3,3,1/12/2015,16.666666666666668,S,L,3
684,17.95,1,1,1/12/2015,17.95,L,L,1
685,20.75,1,1,1/12/2015,20.75,L,L,1
686,12,1,1,1/12/2015,12,S,S,1
687,16.75,1,1,1/12/2015,16.75,M,M,1
688,37.25,2,2,1/12/2015,18.625,M,L,1
689,37.5,2,2,1/12/2015,18.75,M,L,1
690,12.5,1,1,1/12/2015,12.5,M,M,1
691,20.75,1,1,1/12/2015,20.75,L,L,1
692,33.5,2,2,1/12/2015,16.75,M,M,2
693,60.75,4,4,1/12/2015,15.1875,S,L,3
694,50.75,3,3,1/12/2015,16.916666666666668,M,L,2
695,12.75,1,1,1/12/2015,12.75,S,S,1
696,29,2,2,1/12/2015,14.5,S,M,1
697,28.5,2,2,1/12/2015,14.25,S,M,2
698,50.25,3,3,1/12/2015,16.75,S,L,2
699,9.75,1,1,1/12/2015,9.75,S,S,1
700,81.65,5,5,1/12/2015,16.330000000000002,S,L,3
701,23,2,2,1/12/2015,11.5,S,S,2
702,25,2,2,1/12/2015,12.5,S,S,2
703,12.5,1,1,1/12/2015,12.5,S,S,1
704,36.5,2,2,1/12/2015,18.25,M,L,2
705,45.25,3,3,1/12/2015,15.083333333333334,S,M,3
706,33.25,2,2,1/12/2015,16.625,S,L,2
707,58.25,3,3,1/12/2015,19.416666666666668,M,L,2
708,17.95,1,1,1/12/2015,17.95,L,L,1
709,12.75,1,1,1/12/2015,12.75,S,S,1
710,74.75,4,4,1/12/2015,18.6875,XL,L,2
711,71.75,4,4,1/12/2015,17.9375,M,L,4
712,21,1,1,1/12/2015,21,L,L,1
713,30.5,2,2,1/12/2015,15.25,S,L,1
714,63.5,4,4,1/12/2015,15.875,S,L,1
715,45,3,3,1/12/2015,15,M,M,3
716,12,1,1,1/12/2015,12,S,S,1
717,37.5,2,2,1/12/2015,18.75,M,L,1
718,37.5,2,2,1/12/2015,18.75,M,L,1
719,32.75,2,2,1/12/2015,16.375,S,L,2
720,67.25,4,4,1/12/2015,16.8125,M,L,3
721,32.75,2,2,1/12/2015,16.375,S,L,2
722,33,2,2,1/12/2015,16.5,S,L,2
723,30.5,2,2,1/12/2015,15.25,S,L,2
724,69.5,3,4,1/12/2015,16.25,S,L,3
725,70.25,4,4,1/12/2015,17.5625,XL,L,3
726,12.25,1,1,1/12/2015,12.25,S,S,1
727,12.25,1,1,1/12/2015,12.25,S,S,1
728,45.5,3,3,1/12/2015,15.166666666666666,S,M,2
729,44.75,3,3,1/12/2015,14.916666666666666,S,L,2
730,16.5,1,1,1/12/2015,16.5,M,M,1
731,28.25,2,2,1/12/2015,14.125,S,M,2
732,20.25,1,1,1/12/2015,20.25,L,L,1
733,63.75,4,4,1/12/2015,15.9375,S,L,2
734,9.75,1,1,1/12/2015,9.75,S,S,1
735,38.25,3,3,1/12/2015,12.75,S,M,2
736,30.5,2,2,1/12/2015,15.25,S,L,1
737,33.5,2,2,1/13/2015,16.75,M,M,1
738,16.75,1,1,1/13/2015,16.75,M,M,1
739,12,1,1,1/13/2015,12,S,S,1
740,280.95,13,15,1/13/2015,18.611538461538462,XL,L,4
741,16,1,1,1/13/2015,16,M,M,1
742,20.75,1,1,1/13/2015,20.75,L,L,1
743,20.5,1,1,1/13/2015,20.5,L,L,1
744,16.5,1,1,1/13/2015,16.5,M,M,1
745,120.75,7,7,1/13/2015,17.25,M,L,3
746,36.75,2,2,1/13/2015,18.375,M,L,2
747,53.25,3,3,1/13/2015,17.75,S,L,2
748,18.5,1,1,1/13/2015,18.5,L,L,1
749,12.5,1,1,1/13/2015,12.5,M,M,1
750,14.5,1,1,1/13/2015,14.5,M,M,1
751,58.75,4,4,1/13/2015,14.6875,S,L,3
752,23,2,2,1/13/2015,11.5,S,S,2
753,59.75,4,4,1/13/2015,14.9375,S,L,3
754,35.25,2,2,1/13/2015,17.625,M,L,2
755,31.5,2,2,1/13/2015,15.75,M,M,2
756,41.25,3,3,1/13/2015,13.75,S,M,2
757,69.75,4,4,1/13/2015,17.4375,M,L,3
758,27.25,2,2,1/13/2015,13.625,S,M,2
759,20.25,1,1,1/13/2015,20.25,L,L,1
760,12.75,1,1,1/13/2015,12.75,S,S,1
761,28.75,2,2,1/13/2015,14.375,S,M,1
762,87.5,4,4,1/13/2015,21.875,XL,L,3
763,16,1,1,1/13/2015,16,M,M,1
764,42,2,2,1/13/2015,21,XL,M,2
765,58,4,4,1/13/2015,14.5,S,L,3
766,49.5,3,3,1/13/2015,16.5,S,L,2
767,20.5,1,1,1/13/2015,20.5,L,L,1
768,23.65,1,1,1/13/2015,23.65,S,S,1
769,14.75,1,1,1/13/2015,14.75,M,M,1
770,33,2,2,1/13/2015,16.5,S,L,1
771,29,2,2,1/13/2015,14.5,S,M,2
772,16.75,1,1,1/13/2015,16.75,M,M,1
773,33.5,2,2,1/13/2015,16.75,M,L,1
774,32.75,2,2,1/13/2015,16.375,S,L,2
775,66.75,4,4,1/13/2015,16.6875,S,L,4
776,53.5,2,3,1/13/2015,16.375,S,L,2
777,36.75,2,2,1/13/2015,18.375,M,L,2
778,64.5,4,4,1/13/2015,16.125,M,M,3
779,69.25,4,4,1/13/2015,17.3125,M,L,2
780,32.5,2,2,1/13/2015,16.25,S,L,1
781,78.25,4,4,1/13/2015,19.5625,M,L,3
782,41,2,2,1/13/2015,20.5,L,L,2
783,52.75,3,3,1/13/2015,17.583333333333332,M,L,2
784,16,1,1,1/13/2015,16,M,M,1
785,37.25,2,2,1/14/2015,18.625,L,L,2
786,18.5,1,1,1/14/2015,18.5,L,L,1
787,37.5,2,2,1/14/2015,18.75,M,L,2
788,12.25,1,1,1/14/2015,12.25,S,S,1
789,20.25,1,1,1/14/2015,20.25,L,L,1
790,39.25,2,2,1/14/2015,19.625,L,L,2
791,26.5,2,2,1/14/2015,13.25,S,M,2
792,141.7,7,8,1/14/2015,17.27857142857143,S,L,3
793,20.75,1,1,1/14/2015,20.75,L,L,1
794,16,1,1,1/14/2015,16,M,M,1
795,18.5,1,1,1/14/2015,18.5,L,L,1
796,16,1,1,1/14/2015,16,M,M,1
797,49,3,3,1/14/2015,16.333333333333332,M,M,2
798,59,4,4,1/14/2015,14.75,S,L,2
799,44.25,3,3,1/14/2015,14.75,S,M,3
800,122,6,8,1/14/2015,14.833333333333334,S,L,4
801,226.75,12,13,1/14/2015,17.875,S,L,4
802,23.25,2,2,1/14/2015,11.625,S,S,2
803,16.5,1,1,1/14/2015,16.5,M,M,1
804,12.5,1,1,1/14/2015,12.5,S,S,1
805,26.75,2,2,1/14/2015,13.375,S,M,2
806,20.75,1,1,1/14/2015,20.75,L,L,1
807,12,1,1,1/14/2015,12,S,S,1
808,41.5,1,2,1/14/2015,20.75,L,L,1
809,10.5,1,1,1/14/2015,10.5,S,S,1
810,16.75,1,1,1/14/2015,16.75,M,M,1
811,16,1,1,1/14/2015,16,M,M,1
812,26.75,2,2,1/14/2015,13.375,S,M,2
813,33.5,2,2,1/14/2015,16.75,S,L,1
814,32.25,2,2,1/14/2015,16.125,S,L,2
815,20.5,1,1,1/14/2015,20.5,L,L,1
816,41,2,2,1/14/2015,20.5,L,L,2
817,66,4,4,1/14/2015,16.5,S,L,2
818,43.5,3,3,1/14/2015,14.5,S,L,2
819,29,2,2,1/14/2015,14.5,S,M,2
820,41.5,2,2,1/14/2015,20.75,L,L,2
821,18.5,1,1,1/14/2015,18.5,L,L,1
822,25.5,1,1,1/14/2015,25.5,XL,XL,1
823,54,3,3,1/14/2015,18,M,L,2
824,74,4,4,1/14/2015,18.5,S,L,3
825,30.75,2,2,1/14/2015,15.375,S,L,2
826,56.75,3,3,1/14/2015,18.916666666666668,L,L,3
827,37.25,2,2,1/14/2015,18.625,M,L,2
828,41.5,2,2,1/14/2015,20.75,L,L,2
829,57.5,4,4,1/14/2015,14.375,S,M,2
830,42.25,3,3,1/14/2015,14.083333333333334,M,M,2
831,73.75,4,4,1/14/2015,18.4375,M,L,3
832,16.5,1,1,1/14/2015,16.5,L,L,1
833,24,2,2,1/14/2015,12,S,S,1
834,63.25,4,4,1/14/2015,15.8125,S,L,4
835,66.75,4,4,1/14/2015,16.6875,S,L,2
836,72.45,4,4,1/14/2015,18.1125,XL,L,2
837,16.5,1,1,1/14/2015,16.5,M,M,1
838,49.25,3,3,1/14/2015,16.416666666666668,M,M,3
839,40.5,1,2,1/14/2015,20.25,L,L,1
840,20.75,1,1,1/14/2015,20.75,L,L,1
841,20.75,1,1,1/14/2015,20.75,L,L,1
842,41,3,3,1/14/2015,13.666666666666666,S,M,2
843,16.5,1,1,1/14/2015,16.5,M,M,1
844,16,1,1,1/14/2015,16,M,M,1
845,76.25,4,4,1/14/2015,19.0625,M,L,4
846,39.25,2,2,1/14/2015,19.625,L,L,2
847,12.5,1,1,1/15/2015,12.5,M,M,1
848,12,1,1,1/15/2015,12,S,S,1
849,61.5,4,4,1/15/2015,15.375,S,L,2
850,55.45,3,3,1/15/2015,18.483333333333334,M,L,2
851,20.75,1,1,1/15/2015,20.75,L,L,1
852,16.75,1,1,1/15/2015,16.75,M,M,1
853,12.5,1,1,1/15/2015,12.5,M,M,1
854,30.5,2,2,1/15/2015,15.25,S,L,2
855,80,5,5,1/15/2015,16,S,L,3
856,20.75,1,1,1/15/2015,20.75,L,L,1
857,12,1,1,1/15/2015,12,S,S,1
858,49.25,3,3,1/15/2015,16.416666666666668,S,L,3
859,65.5,4,4,1/15/2015,16.375,S,L,3
860,28.75,2,2,1/15/2015,14.375,S,M,1
861,20.75,1,1,1/15/2015,20.75,L,L,1
862,16.75,1,1,1/15/2015,16.75,M,M,1
863,16.75,1,1,1/15/2015,16.75,M,M,1
864,152.5,9,9,1/15/2015,16.944444444444443,S,L,3
865,12,1,1,1/15/2015,12,S,S,1
866,16.5,1,1,1/15/2015,16.5,M,M,1
867,27,2,2,1/15/2015,13.5,S,L,1
868,16.5,1,1,1/15/2015,16.5,M,M,1
869,37.25,2,2,1/15/2015,18.625,M,L,2
870,33.25,2,2,1/15/2015,16.625,M,L,1
871,12.75,1,1,1/15/2015,12.75,S,S,1
872,16.5,1,1,1/15/2015,16.5,M,M,1
873,12.5,1,1,1/15/2015,12.5,M,M,1
874,31.75,2,2,1/15/2015,15.875,S,L,2
875,16.75,1,1,1/15/2015,16.75,M,M,1
876,44,3,3,1/15/2015,14.666666666666666,S,L,3
877,17.95,1,1,1/15/2015,17.95,L,L,1
878,16.75,1,1,1/15/2015,16.75,M,M,1
879,41.25,3,3,1/15/2015,13.75,S,M,3
880,25,2,2,1/15/2015,12.5,S,L,1
881,29.25,2,2,1/15/2015,14.625,S,M,2
882,49.25,3,3,1/15/2015,16.416666666666668,S,L,3
883,51.75,4,4,1/15/2015,12.9375,S,M,3
884,10.5,1,1,1/15/2015,10.5,S,S,1
885,70.25,4,4,1/15/2015,17.5625,XL,M,3
886,53.25,3,3,1/15/2015,17.75,S,L,2
887,31.75,2,2,1/15/2015,15.875,M,L,2
888,28.75,2,2,1/15/2015,14.375,S,M,1
889,20.75,1,1,1/15/2015,20.75,L,L,1
890,14.75,1,1,1/15/2015,14.75,M,M,1
891,20.75,1,1,1/15/2015,20.75,L,L,1
892,38.2,2,2,1/15/2015,19.1,L,L,1
893,17.95,1,1,1/15/2015,17.95,L,L,1
894,12,1,1,1/15/2015,12,S,S,1
895,47,3,3,1/15/2015,15.666666666666666,S,L,2
896,39.25,2,2,1/15/2015,19.625,L,L,2
897,52.75,3,3,1/15/2015,17.583333333333332,S,L,2
898,12,1,1,1/15/2015,12,S,S,1
899,46.25,2,2,1/15/2015,23.125,XL,L,2
900,25,2,2,1/15/2015,12.5,S,L,1
901,12,1,1,1/15/2015,12,S,S,1
902,20.75,1,1,1/15/2015,20.75,L,L,1
903,62,3,3,1/15/2015,20.666666666666668,L,L,2
904,27.75,2,2,1/15/2015,13.875,S,M,2
905,49.5,3,3,1/15/2015,16.5,M,M,2
906,33.25,2,2,1/15/2015,16.625,S,L,2
907,12.25,1,1,1/15/2015,12.25,S,S,1
908,33.25,2,2,1/15/2015,16.625,M,L,2
909,50,3,3,1/16/2015,16.666666666666668,S,L,3
910,44.75,3,3,1/16/2015,14.916666666666666,S,L,3
911,24.75,2,2,1/16/2015,12.375,S,S,2
912,14.5,1,1,1/16/2015,14.5,M,M,1
913,12.5,1,1,1/16/2015,12.5,S,S,1
914,16,1,1,1/16/2015,16,M,M,1
915,124.25,8,8,1/16/2015,15.53125,S,L,4
916,77.5,4,4,1/16/2015,19.375,XL,L,3
917,20.75,1,1,1/16/2015,20.75,L,L,1
918,12,1,1,1/16/2015,12,S,S,1
919,20.5,1,1,1/16/2015,20.5,L,L,1
920,32.75,2,2,1/16/2015,16.375,M,M,2
921,41.5,2,2,1/16/2015,20.75,L,L,2
922,49.5,3,3,1/16/2015,16.5,M,L,3
923,28,2,2,1/16/2015,14,S,M,1
924,36,2,2,1/16/2015,18,L,L,2
925,20.25,1,1,1/16/2015,20.25,L,L,1
926,63.75,4,4,1/16/2015,15.9375,S,L,3
927,134.75,9,9,1/16/2015,14.972222222222221,S,M,3
928,41.5,2,2,1/16/2015,20.75,L,L,1
929,18.5,1,1,1/16/2015,18.5,L,L,1
930,43.5,3,3,1/16/2015,14.5,S,L,1
931,51.75,3,3,1/16/2015,17.25,S,L,3
932,29,2,2,1/16/2015,14.5,S,M,2
933,18.5,1,1,1/16/2015,18.5,L,L,1
934,20.75,1,1,1/16/2015,20.75,L,L,1
935,64.75,4,4,1/16/2015,16.1875,S,L,3
936,12.25,1,1,1/16/2015,12.25,S,S,1
937,12.5,1,1,1/16/2015,12.5,S,S,1
938,57.5,3,3,1/16/2015,19.166666666666668,M,L,2
939,33.25,2,2,1/16/2015,16.625,S,L,2
940,51.5,3,3,1/16/2015,17.166666666666668,M,L,2
941,36.5,2,2,1/16/2015,18.25,M,L,2
942,37.5,2,2,1/16/2015,18.75,M,L,1
943,12.25,1,1,1/16/2015,12.25,S,S,1
944,16,1,1,1/16/2015,16,M,M,1
945,67.7,4,4,1/16/2015,16.925,S,L,3
946,55.75,4,4,1/16/2015,13.9375,S,L,4
947,57.5,3,3,1/16/2015,19.166666666666668,XL,L,2
948,59,4,4,1/16/2015,14.75,S,L,3
949,36.25,2,2,1/16/2015,18.125,M,L,1
950,16.75,1,1,1/16/2015,16.75,M,M,1
951,16.75,1,1,1/16/2015,16.75,M,M,1
952,60.75,4,4,1/16/2015,15.1875,S,L,3
953,41.5,3,3,1/16/2015,13.833333333333334,S,M,2
954,41.5,1,2,1/16/2015,20.75,L,L,1
955,55.75,3,3,1/16/2015,18.583333333333332,M,L,3
956,29.25,2,2,1/16/2015,14.625,S,M,2
957,71.7,4,4,1/16/2015,17.925,S,L,1
958,15.25,1,1,1/16/2015,15.25,L,L,1
959,29.25,2,2,1/16/2015,14.625,S,M,2
960,41.5,1,2,1/16/2015,20.75,L,L,1
961,33.25,2,2,1/16/2015,16.625,S,L,2
962,29.5,2,2,1/16/2015,14.75,S,L,1
963,70.5,3,4,1/16/2015,17.916666666666668,M,L,2
964,26.75,2,2,1/16/2015,13.375,S,M,2
965,65.5,4,4,1/16/2015,16.375,S,L,3
966,32.5,2,2,1/16/2015,16.25,S,L,2
967,16,1,1,1/16/2015,16,M,M,1
968,22.5,2,2,1/16/2015,11.25,S,S,1
969,16,1,1,1/16/2015,16,M,M,1
970,36.75,2,2,1/16/2015,18.375,M,L,2
971,73.75,4,4,1/16/2015,18.4375,M,L,3
972,25,2,2,1/16/2015,12.5,S,L,1
973,20.25,1,1,1/16/2015,20.25,L,L,1
974,12,1,1,1/16/2015,12,S,S,1
975,36.25,2,2,1/16/2015,18.125,M,L,1
976,15.25,1,1,1/17/2015,15.25,L,L,1
977,35.25,2,2,1/17/2015,17.625,M,L,2
978,206.55,11,12,1/17/2015,16.62727272727273,S,L,4
979,16.5,1,1,1/17/2015,16.5,M,M,1
980,103,6,6,1/17/2015,17.166666666666668,S,L,3
981,20.75,1,1,1/17/2015,20.75,L,L,1
982,70.45,4,4,1/17/2015,17.6125,L,L,3
983,12,1,1,1/17/2015,12,S,S,1
984,12,1,1,1/17/2015,12,S,S,1
985,42.5,3,3,1/17/2015,14.166666666666666,S,M,3
986,16,1,1,1/17/2015,16,M,M,1
987,53.5,3,3,1/17/2015,17.833333333333332,S,L,2
988,21,1,1,1/17/2015,21,L,L,1
989,10.5,1,1,1/17/2015,10.5,S,S,1
990,9.75,1,1,1/17/2015,9.75,S,S,1
991,24.5,2,2,1/17/2015,12.25,S,S,2
992,16.5,1,1,1/17/2015,16.5,M,M,1
993,16.75,1,1,1/17/2015,16.75,M,M,1
994,60.75,4,4,1/17/2015,15.1875,S,L,2
995,20.75,1,1,1/17/2015,20.75,L,L,1
996,61,4,4,1/17/2015,15.25,S,L,2
997,16,1,1,1/17/2015,16,M,M,1
998,20.5,1,1,1/17/2015,20.5,L,L,1
999,16.75,1,1,1/17/2015,16.75,M,M,1
1000,43.9,2,2,1/17/2015,21.95,S,L,2
